Port_ID,total_trades,profitable_trades,net_profit,total_capital,return_on_investment,profitability_rate,sharpe_ratio,max_drawdown,ranking_score
3987739404272887297,6050,1381,12464.6063154,2237757.0433593,0.005570133876861024,0.22826446280991736,0.04988662544309466,31.050227369739975,-3.024338019491659
3953433416230728705,527,110,4924.76177998,1205684.56546,0.004084618747774278,0.20872865275142316,0.16726279535738786,33.40625368038309,-3.2429203656422945
4031451549482615297,114,44,3124.54121527,299729.09778,0.0104245508307752,0.38596491228070173,0.22629684526875135,35.99710774816076,-3.434492111745805
3923766029921022977,1259,359,772.72903189,493792.4724273,0.0015648862124032627,0.2851469420174742,0.07240975959205562,35.46185908450227,-3.445533919441613
3910887259807777281,75,17,1803.30201001,202111.79279,0.008922299808025962,0.22666666666666666,0.10902548788403421,35.73145422918788,-3.479771405418771
3993222640082269952,3087,1434,1884.46844302,794273.2116024,0.002372569558550507,0.4645286686103013,0.09189771541407304,41.99211738987767,-4.040524567498442
3931992636670880512,6050,2430,10374.96528998,1816728.3221348,0.0057107962503653775,0.40165289256198344,0.050800474031785454,42.428009807264175,-4.109860699651319
3978449781300392193,784,344,5888.6560088,2310172.59593,0.002549011281310529,0.4387755102040816,0.12192033981904751,42.76168890248719,-4.11913256471116
3988205565930333696,371,141,3283.93800993,930652.70519,0.0035286396220806757,0.38005390835579517,0.07404220769487878,42.95150062421599,-4.164913992527053
3672754654734989568,474,210,566.59765978,118936.913901,0.004763850357271092,0.4430379746835443,0.18547022468426083,46.078079475110115,-4.435896970026188
4029299190618134272,230,72,3354.14587637,498232.01269,0.0067320962743053405,0.3130434782608696,0.23906331431602312,48.11151214714084,-4.666732669862897
